,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
157,7,ExtraTreesClassifier,0.985,0.928,0.985,0.985,0.928,0.985,0.953,0.985
158,7,GaussianNB,0.93,0.939,0.706,0.948,0.822,0.93,0.725,0.937
159,7,KNeighborsClassifier,0.872,0.665,0.781,0.872,0.665,0.872,0.696,0.867
160,7,LabelPropagation,0.258,0.171,0.577,0.745,0.171,0.258,0.108,0.151
161,7,LabelSpreading,0.258,0.171,0.577,0.745,0.171,0.258,0.108,0.151
162,7,LinearDiscriminantAnalysis,0.975,0.978,0.894,0.978,0.978,0.975,0.915,0.976
163,7,LinearSVC,0.992,0.953,0.988,0.992,0.953,0.992,0.967,0.991
164,7,LogisticRegression,0.992,0.971,0.865,0.992,0.849,0.992,0.857,0.992
165,7,NearestCentroid,0.759,0.751,0.585,0.826,0.657,0.759,0.578,0.78
166,7,PassiveAggressiveClassifier,0.983,0.884,0.788,0.983,0.773,0.983,0.777,0.983
167,7,Perceptron,0.983,0.871,0.861,0.984,0.762,0.983,0.787,0.983
168,7,QuadraticDiscriminantAnalysis,0.908,0.802,0.778,0.913,0.802,0.908,0.788,0.909
169,7,RandomForestClassifier,0.981,0.87,0.982,0.981,0.87,0.981,0.909,0.979
170,7,RidgeClassifier,0.946,0.685,0.684,0.919,0.685,0.946,0.684,0.931
171,7,RidgeClassifierCV,0.946,0.685,0.684,0.919,0.685,0.946,0.684,0.931
172,7,SGDClassifier,0.975,0.792,0.837,0.973,0.792,0.975,0.812,0.974
173,7,SVC,0.977,0.898,0.945,0.977,0.898,0.977,0.919,0.977
174,7,LGBMClassifier,0.229,0.145,0.188,0.442,0.127,0.229,0.052,0.098
175,8,AdaBoostClassifier,0.63,0.266,0.289,0.459,0.266,0.63,0.237,0.516
176,8,BaggingClassifier,0.995,0.966,0.985,0.995,0.966,0.995,0.975,0.995
177,8,BernoulliNB,0.862,0.69,0.665,0.877,0.69,0.862,0.661,0.864
178,8,CalibratedClassifierCV,0.99,0.948,0.991,0.99,0.948,0.99,0.965,0.989
179,8,DecisionTreeClassifier,0.992,0.957,0.975,0.992,0.957,0.992,0.965,0.992
180,8,DummyClassifier,0.41,0.125,0.051,0.168,0.125,0.41,0.073,0.238
181,8,ExtraTreeClassifier,0.931,0.71,0.683,0.934,0.71,0.931,0.695,0.932
182,8,ExtraTreesClassifier,0.988,0.782,0.866,0.987,0.782,0.988,0.812,0.987
183,8,GaussianNB,0.928,0.887,0.718,0.949,0.887,0.928,0.741,0.936
184,8,KNeighborsClassifier,0.866,0.595,0.744,0.865,0.595,0.866,0.626,0.86
185,8,LabelPropagation,0.276,0.163,0.63,0.762,0.163,0.276,0.12,0.178
186,8,LabelSpreading,0.276,0.163,0.63,0.762,0.163,0.276,0.12,0.178
